occurred_date_time,highest_offense_description,family_violence,report_date_time,location_type,address,zip_code,council_district,apd_sector,apd_district,clearance_status,clearance_date,latitude,longitude,year,month,week,day,hour
2018-01-01 00:00:00,RAPE,N,2019-09-22 22:26:00,RESIDENCE / HOME,3800 BLOCK SOUTHWAY DR,78704.0,3.0,DA,2,N,2019-12-27 00:00:00,,,2018,1,1,1,0
2018-01-01 00:30:00,RAPE,N,2018-01-03 20:28:00,HOTEL / MOTEL / ETC.,11300 BLOCK DOMAIN DR,78758.0,7.0,AD,2,N,2018-07-24 00:00:00,,,2018,1,1,1,0
2018-01-01 02:00:00,RAPE,N,2018-01-03 15:15:00,PARKING LOTS / GARAGE,1100 BLOCK W PARMER LN,78753.0,7.0,ED,4,N,2018-05-03 00:00:00,,,2018,1,1,1,2
2018-01-01 03:00:00,RAPE,N,2018-01-02 14:35:00,RESIDENCE / HOME,400 BLOCK W ST ELMO RD,78745.0,3.0,DA,3,O,2018-05-02 00:00:00,,,2018,1,1,1,3
2018-01-01 03:03:00,AGG ASSAULT,N,2018-01-01 03:03:00,BAR / NIGHT CLUB,500 RIO GRANDE ST,78701.0,9.0,GE,1,N,2018-02-08 00:00:00,30.26911032,-97.74991736,2018,1,1,1,3
2018-01-01 05:28:00,AGG ASSAULT,N,2018-01-01 05:28:00,RESIDENCE / HOME,1601 E SLAUGHTER LN,78747.0,,88,88,N,2018-02-15 00:00:00,30.15225003,-97.76869026,2018,1,1,1,5
2018-01-01 19:44:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-01 19:44:00,CONVENIENCE STORE,5618 MANOR RD,78723.0,1.0,ID,4,N,2018-08-16 00:00:00,30.30446137,-97.68181384,2018,1,1,1,19
2018-01-01 19:47:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-01 19:47:00,DEPARTMENT / DISCOUNT STORE,9717 N LAMAR BLVD,78753.0,4.0,ED,1,C,2018-01-03 00:00:00,30.36582905,-97.69453919,2018,1,1,1,19
2018-01-01 20:49:00,AGG ASSAULT,Y,2018-01-01 20:49:00,RESIDENCE / HOME,6600 ED BLUESTEIN BLVD SB,78723.0,1.0,CH,4,N,2018-01-10 00:00:00,30.30551917,-97.66162802,2018,1,1,1,20
2018-01-01 21:34:00,AGG ASSAULT,N,2018-01-01 21:34:00,CONSTRUCTION SITE,7325 BURNET RD,78757.0,7.0,ID,7,N,2018-01-26 00:00:00,30.34909179,-97.73475125,2018,1,1,1,21
2018-01-02 20:31:00,AGG ASSAULT,N,2018-01-02 20:31:00,RESIDENCE / HOME,201 PRINCE DR,78752.0,4.0,ID,8,N,2018-01-10 00:00:00,30.34106824,-97.70690461,2018,1,1,2,20
2018-01-02 23:26:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-03 00:12:00,PARKING LOTS / GARAGE,9900 QUAIL BLVD,78758.0,4.0,ED,1,N,2018-04-05 00:00:00,30.37212829,-97.70087254,2018,1,1,2,23
2018-01-02 23:41:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-03 00:41:00,PARKING LOTS / GARAGE,10300 GOLDEN MEADOW DR,78758.0,4.0,ED,2,N,2018-01-06 00:00:00,30.38041081,-97.71140349,2018,1,1,2,23
2018-01-03 19:00:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-03 19:00:00,STREETS / HWY / ROAD / ALLEY,2409 CAMPDEN DR,78745.0,5.0,DA,4,N,2018-08-17 00:00:00,30.20620568,-97.81093287,2018,1,1,3,19
2018-01-04 18:30:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-04 18:30:00,BANKS / SAVINGS & LOAN,1701 W 35TH ST,78703.0,10.0,BA,3,C,2018-03-09 00:00:00,30.30765265,-97.75205855,2018,1,1,4,18
2018-01-04 18:48:00,AGG ASSAULT,N,2018-01-04 19:47:00,STREETS / HWY / ROAD / ALLEY,500 E 7TH ST,78701.0,9.0,GE,2,C,2018-01-13 00:00:00,30.26797616,-97.737619,2018,1,1,4,18
2018-01-04 22:00:00,RAPE,N,2018-01-05 08:59:00,OTHER / UNKNOWN,100 BLOCK E LIVE OAK ST,78704.0,9.0,HE,1,N,2018-01-24 00:00:00,,,2018,1,1,4,22
2018-01-05 02:43:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-05 02:43:00,STREETS / HWY / ROAD / ALLEY,500 E 7TH ST,78701.0,9.0,GE,2,N,2018-01-09 00:00:00,30.26797616,-97.737619,2018,1,1,5,2
2018-01-05 08:30:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-06 20:13:00,OTHER / UNKNOWN,5200 E WILLIAM CANNON DR,78744.0,2.0,FR,8,N,2018-01-31 00:00:00,30.18028632,-97.74775889,2018,1,1,5,8
2018-01-05 12:32:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-05 12:32:00,BANKS / SAVINGS & LOAN,10405 FM 2222 RD,78730.0,10.0,AD,8,C,2018-03-13 00:00:00,30.39233818,-97.84106625,2018,1,1,5,12
2018-01-05 20:00:00,RAPE,N,2018-01-08 01:10:00,HOTEL / MOTEL / ETC.,00 BLOCK UNKNOWN,,,,,N,2018-02-05 00:00:00,,,2018,1,1,5,20
2018-01-05 22:15:00,AGG ASSAULT,N,2018-01-05 22:21:00,STREETS / HWY / ROAD / ALLEY,700 BLOCK RED RIVER ST,78701.0,9.0,GE,2,C,2018-01-06 00:00:00,30.26788123,-97.73673437,2018,1,1,5,22
2018-01-05 22:45:00,AGG ASSAULT,N,2018-01-05 23:55:00,PARKING LOTS / GARAGE,400 BLOCK COLORADO ST,78701.0,9.0,GE,1,N,2018-03-26 00:00:00,30.26684977,-97.74502235,2018,1,1,5,22
2018-01-05 22:52:00,AGG ASSAULT,N,2018-01-05 22:52:00,GROCERY / SUPERMARKET,2330 E 2ND ST,78702.0,3.0,CH,1,N,2018-04-25 00:00:00,30.25581426,-97.71734043,2018,1,1,5,22
2018-01-06 13:00:00,AGG ASSAULT,N,2018-01-06 13:53:00,RESIDENCE / HOME,9900 QUAIL BLVD,78758.0,4.0,ED,1,N,2018-02-01 00:00:00,30.37212829,-97.70087254,2018,1,1,6,13
2018-01-06 19:09:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-06 19:09:00,OTHER / UNKNOWN,1601 OHLEN RD,78758.0,4.0,ED,2,N,2018-03-05 00:00:00,30.36380154,-97.71477932,2018,1,1,6,19
2018-01-06 20:46:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-06 20:46:00,DEPARTMENT / DISCOUNT STORE,7316 CAMERON RD,78752.0,4.0,ID,1,N,2018-03-05 00:00:00,30.32888592,-97.69093011,2018,1,1,6,20
2018-01-07 02:10:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-07 02:15:00,STREETS / HWY / ROAD / ALLEY,835 KRAMER LN,78758.0,4.0,ED,1,N,2018-01-11 00:00:00,30.38020103,-97.68952395,2018,1,1,7,2
2018-01-07 03:57:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-07 03:57:00,RESIDENCE / HOME,2312 LAKEHURST DR,78744.0,2.0,FR,8,C,2018-02-12 00:00:00,30.18559656,-97.7580988,2018,1,1,7,3
2018-01-07 07:00:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-07 08:05:00,PARKING LOTS / GARAGE,5303 CAMERON RD,78723.0,4.0,ID,5,N,2018-04-03 00:00:00,30.31069233,-97.70766795,2018,1,1,7,7
2018-01-07 20:12:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-07 21:24:00,DEPARTMENT / DISCOUNT STORE,5811 BERKMAN DR,78723.0,4.0,ID,4,C,2018-02-19 00:00:00,30.31236783,-97.69296426,2018,1,1,7,20
2018-01-07 22:51:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-07 22:51:00,RESIDENCE / HOME,133 W ST ELMO RD,78745.0,3.0,DA,3,N,2018-01-12 00:00:00,30.21869207,-97.76883892,2018,1,1,7,22
2018-01-07 23:30:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-08 00:02:00,STREETS / HWY / ROAD / ALLEY,4525 GUADALUPE ST,78751.0,9.0,BA,5,N,2018-02-01 00:00:00,30.3114784,-97.73219476,2018,1,1,7,23
2018-01-08 00:00:00,RAPE,N,2018-01-15 12:48:00,RESIDENCE / HOME,12400 BLOCK LAMPLIGHT VILLAGE AVE,78758.0,7.0,AD,3,N,2018-01-30 00:00:00,,,2018,1,2,8,0
2018-01-08 11:00:00,RAPE,Y,2018-01-09 13:38:00,RESIDENCE / HOME,2900 BLOCK CENTURY PARK BLVD,78727.0,7.0,AD,3,C,2018-02-28 00:00:00,,,2018,1,2,8,11
2018-01-08 15:28:00,AGG ASSAULT,Y,2018-01-08 15:28:00,STREETS / HWY / ROAD / ALLEY,EAST SUB / SPRINGDALE RD,78702.0,3.0,CH,2,C,2018-01-08 00:00:00,30.25850543,-97.7000862,2018,1,2,8,15
2018-01-09 20:14:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-09 23:28:00,PARKING LOTS / GARAGE,1030 NORWOOD PARK BLVD,78753.0,4.0,ID,2,N,2018-04-17 00:00:00,30.3391525,-97.69116892,2018,1,2,9,20
2018-01-09 21:30:00,AGG ASSAULT,N,2018-01-09 21:30:00,RESIDENCE / HOME,12301 SHADYVIEW DR,78758.0,7.0,ED,4,N,2018-03-06 00:00:00,30.40923738,-97.68901638,2018,1,2,9,21
2018-01-10 01:55:00,AGG ASSAULT,N,2018-01-10 01:55:00,BAR / NIGHT CLUB,404 E 6TH ST,78701.0,9.0,GE,2,C,2018-01-18 00:00:00,30.26732068,-97.73893254,2018,1,2,10,1
2018-01-10 03:00:00,AGG ASSAULT,N,2018-01-10 04:22:00,STREETS / HWY / ROAD / ALLEY,1600 E RIVERSIDE DR,78741.0,9.0,HE,2,N,2018-01-15 00:00:00,30.24592537,-97.73104617,2018,1,2,10,3
2018-01-10 03:00:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-10 03:07:00,STREETS / HWY / ROAD / ALLEY,BURTON DR / WOODLAND AVE,78741.0,3.0,HE,2,C,2018-02-12 00:00:00,30.23595863,-97.72849885,2018,1,2,10,3
2018-01-10 04:24:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-10 04:53:00,STREETS / HWY / ROAD / ALLEY,2001 E OLTORF ST,78741.0,3.0,HE,2,C,2018-01-15 00:00:00,30.23059204,-97.73347373,2018,1,2,10,4
2018-01-10 05:18:00,AGG ROBBERY/DEADLY WEAPON,N,2018-01-10 06:51:00,STREETS / HWY / ROAD / ALLEY,E 6TH ST / PEDERNALES ST,78702.0,3.0,CH,1,C,2018-01-15 00:00:00,30.25893297,-97.71463897,2018,1,2,10,5
2018-01-10 16:00:00,RAPE,N,2018-08-17 21:57:00,RESIDENCE / HOME,500 BLOCK E STASSNEY LN,78745.0,3.0,DA,3,O,2018-11-14 00:00:00,,,2018,1,2,10,16
2018-01-11 12:43:00,RAPE,N,2018-01-11 12:43:00,RESIDENCE / HOME,8300 BLOCK FATHOM CIR,78750.0,6.0,AD,6,N,2018-03-16 00:00:00,,,2018,1,2,11,12
